LG,"Part #",Description,Quantity
Warehouse,"SPECIAL ORDER: 7700-012307","7700 Replacement door for 17OSB-183528L,  9"" SS Pulls, Cappuccino",0
Warehouse,"SPECIAL ORDER: 7700-012431","7700 Filler Panel, 1.625""H x 32""W, Textured Black",0
Warehouse,"SPECIAL ORDER: 7700-012432","7700 Filler Panel, 1.625""H x 40""W, Textured Black",0
Warehouse,"SPECIAL ORDER: 7700-012433","7700 Filler Panel, 1.625""H x 18""W, Textured Black",0
Warehouse,"SPECIAL ORDER: 77308","SEAR PLATES, STN STL 1 SET 308C",0
Warehouse,"SPECIAL ORDER: 77405","Sear Plates Stainless Steel Set 405",0
Warehouse,"SPECIAL ORDER: 77450","Sear Plates SS 1 Set",0
Warehouse,"SPECIAL ORDER: 77700-003183","700 28 W x 31 H, Overlay Panel ,Textured Grey Glimmer Install VHB Tape",0
Warehouse,"SPECIAL ORDER: 810778","Pull Handle, 304 Stainless Steel, 9"" Tall",0
Warehouse,"SPECIAL ORDER: 810793","Adjustable Leg, 304 Stainless Steel (1/2"" x 13 thread) (4-6.375"" Tall Adjustable)",0
Warehouse,"SPECIAL ORDER: 810837","Swivel, Non-Lock (5/16"" thread);  210# Capacity, List $24",0
Warehouse,"SPECIAL ORDER: 810838","Swivel locking caster",0
Warehouse,"SPECIAL ORDER: 811084","Flip Up Extension Bracket (Left & Right)",0
Warehouse,"SPECIAL ORDER: 811226","SPARK - Swivel Non-Locking Caster",0
Warehouse,"SPECIAL ORDER: 811227","SPARK - Swivel Locking Caster",0
Warehouse,"SPECIAL ORDER: 817103","Toe Kick Leg Clip (per 1 Piece)",0
Warehouse,"SPECIAL ORDER: 817202","Touch up paint- Anthracite",0
Warehouse,"SPECIAL ORDER: 817400","Handle, Black Painted, 9"" Overall Stainless Steel",0
Warehouse,"SPECIAL ORDER: 90002","Pizza Lover's - Starter Kit",0
Warehouse,"SPECIAL ORDER: 990440","UPGRADE to 6"" Non-Flat-4 Locking Swivel",0
Warehouse,"SPECIAL ORDER: BI-1808-1DR","18"" X 8"" Single Drawer",0
Warehouse,"SPECIAL ORDER: BI-1816-1D","18"" X 16"" SINGLE DOOR",0
Warehouse,"SPECIAL ORDER: BI-1824-3DR","18"" X 24"" Triple Drawer",0
Warehouse,"SPECIAL ORDER: BI-3624-1D1W","36"" X 24"" Single Door & Waste Bin Drawer",0
Warehouse,"SPECIAL ORDER: BI-3624-1D3DR","36"" X 24"" Single Door & Triple Drawer Combo",0
Warehouse,"SPECIAL ORDER: BI-4208-1DR","42"" X 8"" Extra Large Single Drawer",0
Warehouse,"SPECIAL ORDER: BI-4216-1D2DR","42"" X 16"" SINGLE DOOR & DOUBLE DRAWER COMBO",0
Warehouse,"SPECIAL ORDER: BI-4216-2D","42"" X 16"" SMALL DOUBLE DOOR",0
Warehouse,"SPECIAL ORDER: BI-4224-1D1W","42"" X 24"" Large Door & Waste Bin Drawer",0
Warehouse,"SPECIAL ORDER: BI-4224-1D2DR","42"" X 24"" Large Single Door & Standard Drawer",0
Warehouse,"SPECIAL ORDER: BI-4224-1D3DR","42"" X 24"" Large Single Door & Triple Drawer",0
Warehouse,"SPECIAl ORDER: BI12RTPSS","BUILT-IN 500 SERIES INLINE DUAL RANGE TOP DROP-IN BURNER WITH STAINLESS STEEL COVER, PROPANE, STAINLESS STEEL",0
Warehouse,"SPECIAL ORDER: BISZ300NFT","Built-in Flat Top SIZZLE ZONE Natural Gas Grill Head with Two Infrared Burners",0
Warehouse,"SPECIAL ORDER: BISZ300NSS-1","Built-in SIZZLE ZONE Natural Gas Grill Head with Two Infrared Burners",0
Warehouse,"SPECIAL ORDER: BISZ300PFT","Built-in Flat Top SIZZLE ZONE Propane Gas Grill Head with Two Infrared Burners",0
Warehouse,"SPECIAL ORDER: BISZ300PSS-1","Built-in SIZZLE ZONE Propane Gas Grill Head with Two Infrared Burners",0
Warehouse,"SPECIAL ORDER: BLKO36","Birch Log Set",0
Warehouse,"SPECIAL ORDER: BRW-BOOK-EN","Barbecue Food From Around The World",0
Warehouse,"SPECIAL ORDER: CAN-TRK-18x29","Trim Kit",0
Warehouse,"SPECIAL ORDER: CAN-TRK-30x29","Trim Kit",0
Warehouse,"SPECIAL ORDER: CAN-TRK-36x18","TRIM KIT",0
Warehouse,"SPECIAL ORDER: CAN-TRK-40x18","TRIM KIT",0
Warehouse,"SPECIAL ORDER: CAN001-F01","CANYON Full Enclosure 18"" Single Door",0
Warehouse,"SPECIAL ORDER: CAN001-F02","CANYON Door & Frame Single Door 18"" - Textured Grey Glimmer - Left Hinge",0
Warehouse,"SPECIAL ORDER: CAN001-F02 Textured Black - LH","CANYON Door & Frame Single Door 18"" - Textured Black - Left Hand",0
Warehouse,"SPECIAL ORDER: CAN001-F02 Textured Black - RH","CANYON Door & Frame Single Door 18"" - Textured Black - Right Hand",0
Warehouse,"SPECIAL ORDER: CAN001-F02R-TGG-TGG","CANYON Door & Frame Single Door 18"" - Textured Grey Glimmer - Right Side",0
Warehouse,"SPECIAL ORDER: CAN001-F03 SHAKER","LP Pull Out- Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN001-F04","18"" Waste Bin Pull Out; Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN001-F04 Textured Black","CANYON Full Enclosure Waste Bin Pull Out 18"" - Textured Black",0
Warehouse,"SPECIAL ORDER: CAN0011-F01","DOUBLE DOOR 2 Door (LH/RH) Full Width Adjustable Shelf in Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN002-F01*","18"" Single Combo; Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN003-F01","18"" 4-Drawer Cabinet; Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN004-F02*","CANYON Door & Frame Single Door 24""",0
Warehouse,"SPECIAL ORDER: CAN006-F01 Textured Black","CANYON Full Enclosure 4-Drawer 24"" - Textured Black",0
Warehouse,"SPECIAL ORDER: CAN006-F01 Textured Grey Glimmer","CANYON Full Enclosure 4-Drawer 24"" - Textured Grey Glimmer",0
Warehouse,"SPECIAL ORDER: CAN007-F02*","30"" Under Grill Access, Door & Frame Only",0
Warehouse,"SPECIAL ORDER: CAN008-F01","CANYON Full Enclosure Double Door 30""",0
Warehouse,"SPECIAL ORDER: CAN008-F02","30"" Double Door- Door & Frame Only",0
Warehouse,"SPECIAL ORDER: CAN008-F02*","CANYON *Door & Frame Only- 30"" Double Door",0
Warehouse,"SPECIAL ORDER: CAN010-F01","18"" FULL ENCLOSURE UNDER GRILL ACCESS",0
Warehouse,"SPECIAL ORDER: CAN010-F02","36"" Under Grill; Door & Frame Only",0
Warehouse,"SPECIAL ORDER: CAN010-F02 Textured Black","CANYON Door & Frame Under Grill 36"" - Textured Black",0
Warehouse,"SPECIAL ORDER: CAN011-F02*","36"" Double Door; Door And Frame Only",0
Warehouse,"SPECIAL ORDER: CAN012-F01","36"" Double Combo, Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN012-F01 (Shaker)","36"" Double Combo, Shaker, Full Enclosure",0
Warehouse,"SPECIAL ORDER: CAN013-F01","40"" UNDER GRILL ACCESS- FULL ENCLOSURE",0
Warehouse,"SPECIAL ORDER: CAN013-F02 Textured Black","CANYON Door & Frame Under Grill 40"" - Textured Black",0
Warehouse,"SPECIAL ORDER: CAN013-F02*","40"" CANYON Under Grill Door Access",0
Warehouse,"SPECIAL ORDER: CAN014-F02*","DOUBLE DOOR, 40"" DOOR AND FRAME ONLY",0
Warehouse,"SPECIAL ORDER: CAN015-F01","CANYON Full Enclosure 40"" Double Combo",0
Warehouse,"SPECIAL ORDER: CAN016-F01BH","CANYON PAPER TOWEL HOLDER- FULL ENCLOSURE 16""",0
Warehouse,"SPECIAL ORDER: CAN017-F04","CANYON 18"" Full Enclosure Waste Bin Pull Out w/ Drawer",0
Warehouse,"SPECIAL ORDER: CAN018-F01","CANYON 32"" Full Enclosure Under Grill Access",0
Warehouse,"SPECIAL ORDER: CAN018-F02","32"" UNDER GRILL ACCESS DOOR AND FRAME ONLY",0
Warehouse,"SPECIAL ORDER: CKLP-TE1BQ","LP Conversion Kit for TE1BQ, NG to LP, with LP Regulator (TE1BQ36, 42)",0
Warehouse,"SPECIAL ORDER: CKLP-TE1BQ54","LP Conversion Kit for TEBQ, NG to LP, with LP Regulator (TE1BQ54)",0
Warehouse,"SPECIAL ORDER: CKLP-TEBQ54","LP Conversion Kit for TEBQ, NG to LP, with LP Regulator (TEBQ54)",0
Warehouse,"SPECIAL ORDER: CKNG-TE1BQ","NG Conversion Kit for TEBQ, LP to NG (TE1BQ36, 42)",0
Warehouse,"SPECIAL ORDER: CKNG-TE1BQ54","NG Conversion Kit for TEBQ, LP to NG (TE1BQ54)",0
Warehouse,"SPECIAL ORDER: CKNG-TEBQ54","NG Conversion Kit for TEBQ, LP to NG, with NG Regulator (TEBQ54)",0
Warehouse,"SPECIAL ORDER: COGI-64-TK","Toe Kick Kit",0
Warehouse,"SPECIAL ORDER: COGI-73.5-TK","Toe Kick Kit",0
Warehouse,"SPECIAL ORDER: DBPO36OH","Decorative Brick Panels Old Town Red Herringbone",0
Warehouse,"SPECIAL ORDER: DBPO36WS","Decorative Brick Panels Westminster Standard",0
Warehouse,"SPECIAL ORDER: DHWG26-KIT-C","DELTA HEAT 26"" WIND GUARD KIT",0
Warehouse,"SPECIAL ORDER: DL45","Driftwood Log Kit",0
Warehouse,"SPECIAL ORDER: DRW-19","Floor Mount Slide out Drawer (16""W X 20.5"")",0
Warehouse,"SPECIAL ORDER: EP-28D","End Panel, 35""H x 28""D",0
Warehouse,"SPECIAL ORDER: F45","Remote Control, On/Off with Digital Screen",0
Warehouse,"SPECIAL ORDER: F45-6","Remote Control, On/Off with Digital Screen - Pack of 6",0
Warehouse,"SPECIAL ORDER: FBG-BOOK-EN","Finger Food From The BBQ and Grill",0
Warehouse,"SPECIAL ORDER: FBP- 31""H","Framed, Finished Back Panel, (SPECIFY WIDTH)""W X 31""H",0
Warehouse,"SPECIAL ORDER: FC-12","12"" Stainless Steel Gas Flex Connector & Shut Off (25/Carton)",0
Warehouse,"SPECIAL ORDER: GCOVER-AQUA24LG","Black Aqualon cover (Marine Grade)",0
Warehouse,"SPECIAL ORDER: GD840KT","Decorative Brick Panels Sandstone",0
Warehouse,"SPECIAL ORDER: GMG-4007","Stainless Steel Pail",0
Warehouse,"SPECIAL ORDER: GMG-4014","Banner - Pellets 10' x 2'",0
Warehouse,"SPECIAL ORDER: GMG-4027","Banner - Pellets 4' x 4'",0
Warehouse,"SPECIAL ORDER: GMG-4030","Cover - Trailer Rig",0
Warehouse,"SPECIAL ORDER: GMG-6025","Silicone Sealant - Hi-Temp",0
Warehouse,"SPECIAL ORDER: GMG-6033","Upper Rack for Peak/JB (FOLDING)",0
Warehouse,"SPECIAL ORDER: GMG-6034","Upper Rack for Trek/DC (FOLDING)",0
Warehouse,"SPECIAL ORDER: GMG-6035","Upper Rack for Ledge/DB (FOLDING)",0
Warehouse,"SPECIAL ORDER: GMG-6041","Tent Top ONLY -10X10 with the new logo",0
Warehouse,"SPECIAL ORDER: GMG-7012","Spice Rubs Sample Pack - 2ea BF,PRK,PLTRY,SZL - 1ea FSH,RSTGRLC,SOB,WG",0
Warehouse,"SPECIAL ORDER: GPFCCN36","PatioFlame Nexus 36",0
Warehouse,"SPECIAL ORDER: GPFGN-2","Patioflame Natural Gas with Glass",0
Warehouse,"SPECIAL ORDER: GPFGP-2","Patioflame Propane Gas with Glass",0
Warehouse,"SPECIAL ORDER: GPFL-WNDSCRN","Windscreen for Linear Gas Patioflame",0
Warehouse,"SPECIAL ORDER: GPFL48","48"" Linear Patioflame Burner Kit",0
Warehouse,"SPECIAL ORDER: GPFL48MHP","Linear Gas Patioflame",0
Warehouse,"SPECIAL ORDER: GPFN-2","Patioflame Natural Gas with Logs",0
Warehouse,"SPECIAL ORDER: GPFP-2","Patioflame Propane Gas with Logs",0
Warehouse,"SPECIAL ORDER: GPFR60","30"" Linear Patioflame Burner Kit",0
Warehouse,"SPECIAL ORDER: GPFRCN56","PatioFlame Nexus 56",0
Warehouse,"SPECIAL ORDER: GPFRCN72","PatioFlame Nexus 72",0
Warehouse,"SPECIAL ORDER: GPFS60","24"" Square Patioflame Burner Kit",0
Warehouse,"SPECIAL ORDER: GSS36COV","Stainless Steel Cover",0
Warehouse,"SPECIAL ORDER: GSS36SCN","Screen Kit",0
Warehouse,"SPECIAL ORDER: GSS36TD","Stainless Steel Traditional Door Kit",0
Warehouse,"SPECIAL ORDER: GSS42COV","Stainless Steel Cover",0
Warehouse,"SPECIAL ORDER: GSS42SCN","Screen Kit",0
Warehouse,"SPECIAL ORDER: GSS48BRT","3"" Brackets for GSS48 Cover Extension",0
Warehouse,"SPECIAL ORDER: GSS48COV","Stainless Steel Cover",0
Warehouse,"SPECIAL ORDER: IM-2DC-CN","OASIS Two Drawer Cabinet",0
Warehouse,"SPECIAL ORDER: IM-3DC-CN","OASIS Three Drawer Cabinet",0
Warehouse,"SPECIAL ORDER: IM-45T-CN","OASIS 45 Transition Piece",0
Warehouse,"SPECIAL ORDER: IM-CEP-CN","OASIS End Panel",0
Warehouse,"SPECIAL ORDER: IM-FEP-CN","OASIS Enclosure Kit for Fridge - End of Run",0
Warehouse,"SPECIAL ORDER: IM-FMP-CN","OASIS Enclosure Kit for Fridge - Mid Run",0
Warehouse,"SPECIAL ORDER: IM-UDC-CN","OASIS Cabinet with Reversible Door",0
Warehouse,"SPECIAL ORDER: IM-UGC18-CN","OASIS™ UNDER GRILL CABINET FOR BUILT-IN 700 SERIES DUAL BURNERS",0
Warehouse,"SPECIAL ORDER: IM-UGC300-CN","OASIS Under Grill Cabinet for BISZ300 or BISB245",0
Warehouse,"SPECIAL ORDER: IM-UGC32-CN","OASIS UNDER GRILL CABINET FOR BUILT-IN 700 SERIES 32",0
Warehouse,"SPECIAL ORDER: IM-UGC38-CN","OASIS™ UNDER GRILL CABINET FOR BUILT-IN 700 SERIES 38",0
Warehouse,"SPECIAL ORDER: IM-UGC500-CN","OASIS UNDER GRILL CABINET FOR BUILT-IN PRESTIGE PRO500 OR PRESTIGE500",0
Warehouse,"SPECIAL ORDER: IM-UGC665-CN","OASIS Under Grill Cabinet for Built-in Prestige PRO 665",0
Warehouse,"SPECIAL ORDER: IM-UGC825-CN","OASIS Under Grill Cabinet for Built-in Prestige PRO 825",0
Warehouse,"SPECIAL ORDER: IM-UTC-CN","OASIS Propane Tank Cabinet",0
Warehouse,"SPECIAL ORDER: IM-WDC-CN","OASIS Waste Drawer Cabinet",0
Warehouse,"SPECIAL ORDER: IM-WSF-CN","OASIS Wall Spacer",0
Warehouse,"SPECIAL ORDER: LK8","LED Light Kit (Set of 4)",0
Warehouse,"SPECIAL ORDER: LT48SS","Stainless Steel Surround",0
Warehouse,"SPECIAL ORDER: MKBA","Amber Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKBB","Blue Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKBC","Clear Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKBK","Black Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKBR","Red Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKBT","Topaz Glass Beads Media Kit",0
Warehouse,"SPECIAL ORDER: MKGA","Amber Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MKGB","Blue Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MKGC","Clear Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MKGK","Black Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MKGR","Red Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MKGT","Topaz Glass Embers Media Kit",0
Warehouse,"SPECIAL ORDER: MRKL","Mineral Rock Kit",0
Warehouse,"SPECIAL ORDER: N010-0497","BURNER ASSY, INFRA RED PTSS215",0
Warehouse,"SPECIAL ORDER: N010-0501-M01","NGZ ASSEMBLY, DRIP PAN MC485",0
Warehouse,"SPECIAL ORDER: N010-0510","NGZ ASSEMBLY, MANIFOLD LP 605RSB",0
Warehouse,"SPECIAL ORDER: N010-0527P","NGZ Burner, REAR I-R 605/730 LPG",0
Warehouse,"SPECIAL ORDER: N010-0542","NGZ ASSY, MANIFOLD LP 485 NO SB/RB",0
Warehouse,"SPECIAL ORDER: N010-0544","ASSEMBLY, MANIFOLD LPG 605RB NO SB",0
Warehouse,"SPECIAL ORDER: N010-0546","ASSEMBLY, MANIFOLD LPG 730RB NO SB",0
Warehouse,"SPECIAL ORDER: N010-0694","ASSY, MANIFOLD PRO600 RB LPG (2011)",0
Warehouse,"SPECIAL ORDER: N010-0706","MANIFOLD ASSEMBLY - 308C NO/RB LPG",0
Warehouse,"SPECIAL ORDER: N010-0711","ASS'Y, MANIFOLD 500 NO/RB NAT 1.45MM",0
Warehouse,"SPECIAL ORDER: N010-0712","ASS'Y, MANIFOLD 500 RB LPG #60",0
Warehouse,"SPECIAL ORDER: N010-0714","ASS'Y, MANIFOLD 500 RSIB LPG #60",0
Warehouse,"SPECIAL ORDER: N010-0723","ASSY, PAN DRIP C/W HANDLE BUILT IN 500",0
Warehouse,"SPECIAL ORDER: N010-0768-SER","ASSY, DOOR BLACK P500-1/-2/-3",0
Warehouse,"SPECIAL ORDER: N010-0773","NGZ, ASSY MANIFOLD LPG (285)",0
Warehouse,"SPECIAL ORDER: N010-0781","ASSY, PAN DRIP C/W HANDLE BI485 List $82.00",0
Warehouse,"SPECIAL ORDER: N010-0790-SS","ASSY LID STAINLESS GREY CAST PRO665",1
Warehouse,"SPECIAL ORDER: N010-0881","ASSY, DOOR STN STL LEFT PRO500-1/-2",0
Warehouse,"SPECIAL ORDER: N010-0932","ASSY, HOOD GRY CAST BIPRO/PRO665-1 LARGE",0
Warehouse,"SPECIAL ORDER: N010-0952-BK2GL","NGZ, ASSY BASE CHARCOAL (PRO22K-CART-2)",0
Warehouse,"SPECIAL ORDER: N010-0967","ASSY, PAN DRIP SM PRO825",0
Warehouse,"SPECIAL ORDER: N010-0971-SS","!!!ASSY LID STN GRY CAST SS HNDL P500-1",0
Warehouse,"SPECIAL ORDER: N010-0992","ASSY SHLF CUTOUT RGHT PRO500/665/825",0
Warehouse,"SPECIAL ORDER: N010-0996-SER","ASSY, DOOR STN STL P500-1/-2/-3",0
Warehouse,"SPECIAL ORDER: N010-0997-SER","ASSY, SHLF CUT OUT RGHT PRO500/665/825",0
Warehouse,"SPECIAL ORDER: N010-1031-PHM-SER","Lid Assembly",0
Warehouse,"SPECIAL ORDER: N010-1041-SER","BASE CASTING ASSEMBLY / TROUSSE DE CUVE",0
Warehouse,"SPECIAL ORDER: N010-1052","ASSY, WIRE HARNESS LED/SWITCH P500-3",0
Warehouse,"SPECIAL ORDER: N010-1083-BK-SER","ASSY, SHELF SD RIGHT BLACK P500-3-PHM",0
Warehouse,"SPECIAL ORDER: N010-1083-SER","ASSY, SHELF SD LFT/RT SS P500-1/-2/-3",0
Warehouse,"SPECIAL ORDER: N010-1092-SER","Lid Pivot Hardware Kit- $4.00 List",0
Warehouse,"SPECIAL ORDER: N010-1096","ASSY, WIRE HARNESS CONT PANEL PRO665-3",0
Warehouse,"SPECIAL ORDER: N010-1097","ASSY, LRG LED MULTI CLR CHNG PRO -3",0
Warehouse,"SPECIAL ORDER: N010-1098","ASSY, SML LED MULTI CLR CHNG PRO -3",0
Warehouse,"SPECIAL ORDER: N010-1130-SS","Assy Lid Stn Gry Cast SS Hndl P665",0
Warehouse,"SPECIAL ORDER: N010-1135","ASSY, WIRE HARNESS CONT PANEL PRO825-3",0
Warehouse,"SPECIAL ORDER: N010-1175-SER","$ PANEL, CONTROL BIPRO665RB-3 LPG",0
Warehouse,"SPECIAL ORDER: N010-1329","ASSY, DRIP PAN BIG32",0
Warehouse,"SPECIAL ORDER: N010-1423-SER","ASSY, CONTROL PANEL F365 NAT",0
Warehouse,"SPECIAL ORDER: N010-1426-GT-SER","ASSY, SIDE SHELF PLAIN RIGHT F365/425",0
Warehouse,"SPECIAL ORDER: N010-1440","ASSY, LOGO LIGHT/ SENSOR PRO665/825-3",0
Warehouse,"SPECIAL ORDER: N010-1549","ASSY, DRIP PAN C/W HNDLE BIPRO665",0
Warehouse,"SPECIAL ORDER: N020-0149","Napoleon Bracket",0
Warehouse,"SPECIAL ORDER: N020-0153","Napoloen Bracket",0
Warehouse,"SPECIAL ORDER: N051-0007","BEZEL, KNOB (2010)",0
Warehouse,"SPECIAL ORDER: N080-0154",Bracket,0
Warehouse,"SPECIAL ORDER: N080-0207-M05","NGZ BRKT, I.R MAIN BRN SUPPORT 605/730",0
Warehouse,"SPECIAL ORDER: N080-0209","!!! NGZ BRKT, CROSS LIGHT TUBE 730",0
Warehouse,"SPECIAL ORDER: N080-0358","NGZ DRIP PAN TRACK INFRA RED SD BRN",0
Warehouse,"SPECIAL ORDER: N080-0359","Bracket, Folding Shelf ""A"" P500-1",0
Warehouse,"SPECIAL ORDER: N080-0360","Bracket, Folding Shelf ""B"" P500-1",0
Warehouse,"SPECIAL ORDER: N080-0387-GY1SG","MAGNET BRACKET",0
Warehouse,"SPECIAL ORDER: N080-0428-SER","BRACKET, MAGNET MOUNT, BI COMPONENTS",5
Warehouse,"SPECIAL ORDER: N100-0003","Stainless Steel Rear Rotisserie Burner",0
Warehouse,"SPECIAL ORDER: N100-0005","BURNER, STN STL MAIN 308",0
Warehouse,"SPECIAL ORDER: N100-0027","BURNER, REAR 405C",0
Warehouse,"SPECIAL ORDER: N100-0028","BURNER, TUBE PTSS215",0
Warehouse,"SPECIAL ORDER: N100-0034","BURNER, MAIN TUBE PT600RBI/PT750",0
Warehouse,"SPECIAL ORDER: N100-0035","BURNER, CENTRE TUBE PT600RBI/PT750",0
Warehouse,"SPECIAL ORDER: N100-0038","BURNER, MAIN TUBE US405C",0
Warehouse,"SPECIAL ORDER: N100-0047","NGZ, BURNER TUBE RIGHT LPG (285)",0
Warehouse,"SPECIAL ORDER: N105-0011","DOOR BUSHINGS",0
Warehouse,"SPECIAL ORDER: N105-0012","NGZ, BUSHING 1 1/2"" SNAP SPLIT",0
Warehouse,"SPECIAL ORDER: N120-0015","NGZ CAP, LEG CHAR (NK22CK-L)",0
Warehouse,"SPECIAL ORDER: N120-0019-GYOTX","CAP DOOR TOP/BOTTOM 485/500 (2012)",0
Warehouse,"SPECIAL ORDER: N120-0033-GYOTX","CAP, SD SHLF LFT GREY PRO500/665/825",0
Warehouse,"SPECIAL ORDER: N120-0034-GY0TX","CAP, SD SHLF RGHT GREY PRO500/665/825",0
Warehouse,"SPECIAL ORDER: N130-0015","CASTER 3"" WITH SHAFT",0
Warehouse,"SPECIAL ORDER: N135-0015-G","CASTING, HOOD LFT GRY PRO/P SERIES",0
Warehouse,"SPECIAL ORDER: N135-0054-GY1HT","CASTING, LEFT LID GREY P500-1",0
Warehouse,"SPECIAL ORDER: N135-0059-BK1HT","CASTING LEFT HOOD SIDE BLACK P500-3",0
Warehouse,"SPECIAL ORDER: N135-0059-GYHT","CASTING, LID LEFT SIDE R365/425/525",0
Warehouse,"SPECIAL ORDER: N160-0006P","HOLDR,WIRE GRSTRY C/W BUTWELD",0
Warehouse,"SPECIAL ORDER: N160-0022","NGZ CLIP, PIVOT PIN DOOR 485/500 (2012)",0
Warehouse,"SPECIAL ORDER: N160-0023","SB HOSE ORIFICE RETAINER CLIP",0
Warehouse,"SPECIAL ORDER: N160-0034-GY1SG","CLIP, RETAINER TANK TOP GREY 425/525/625",0
Warehouse,"SPECIAL ORDER: N160-0035","CLIP, RETAINER TANK PLASTIC 365/425/525",0
Warehouse,"SPECIAL ORDER: N160-0044","CLIP, FLAT, ORIFICE RETAINER SD BRN",0
Warehouse,"SPECIAL ORDER: N190-0001","NGZ PACK , BATTERY LED LIGHTS",0
Warehouse,"SPECIAL ORDER: N190-0005","CONTROL, MAIN PRO500/665/825-3",0
Warehouse,"SPECIAL ORDER: N190-0005-T","CONTROL, MAIN PRO500/665/825-3 TESTED",0
Warehouse,"SPECIAL ORDER: N200-0028","BURNER GREASE SHIELD for 450 SERIES",0
Warehouse,"SPECIAL ORDER: N200-0054","COVER, BURNER GREASE SHIELD 405C",0
Warehouse,"SPECIAL ORDER: N215-0007-M05","NGZ DEFLECTOR, PILOT MAIN IR 485/605/730",0
Warehouse,"SPECIAL ORDER: N215-0022","WIND DEFLECTOR",0
Warehouse,"SPECIAL ORDER: N240-0001","ELECTRODE ASSY, REAR BURN 450/500/600",0
Warehouse,"SPECIAL ORDER: N240-0016","ELECTRODE, MAIN 2.375"" ROD - 11"" LEAD",0
Warehouse,"SPECIAL ORDER: N240-0020","Electrode, Main 2.375? Rod-18.5? Lead",0
Warehouse,"SPECIAL ORDER: N240-0024P","NGZ ELECT, R BRN / PILOT 485/605/730 LPG",0
Warehouse,"SPECIAL ORDER: N240-0026","SIDE BURNER ELECTRODE",0
Warehouse,"SPECIAL ORDER: N240-0037","ELECTRODE, SD BRNR IR 365/425/525/625",0
Warehouse,"SPECIAL ORDER: N255-0027","@FITTING, UNION 3/8"" FLARE TO 3/8"" FLARE",0
Warehouse,"SPECIAL ORDER: N285-0001","* FUSE,4AMP 3AG 1 1/4IN PRO500-1/665/825",0
Warehouse,"SPECIAL ORDER: N305-0026","* GRILL, WAVE S.S. 450/600 SIZE",0
Warehouse,"SPECIAL ORDER: N305-0027","Sear Plate Replacement 450/600",0
Warehouse,"SPECIAL ORDER: N305-0029","GRILL, COOK 405 STN STL ROD UPGRADE",0
Warehouse,"SPECIAL ORDER: N305-0031","GRIDS, WAVE STN STL ROD 308",0
Warehouse,"SPECIAL ORDER: N305-0041","SEAR PLATE 405C",0
Warehouse,"SPECIAL ORDER: N305-0058","NGZ, GRILL COOK 485/730 STN WAVE ROD",0
Warehouse,"SPECIAL ORDER: N305-0062","COOKING GRILL for PTSS215",0
Warehouse,"SPECIAL ORDER: N305-0065","Grill, Cast Iron 405",0
Warehouse,"SPECIAL ORDER: N305-0067","Grill, Cast Iron 450/600",0
Warehouse,"SPECIAL ORDER: N305-0080-BK2FL","COOK GRID MAIN NK22CK-C",0
Warehouse,"SPECIAL ORDER: N305-0082","SEAR PLATE, 365/425/500/525/665/825",0
Warehouse,"SPECIAL ORDER: N305-0087-BK2FL","NGZ,GRID COOKING CAST LEFT (285)",0
Warehouse,"SPECIAL ORDER: N305-0088-BK2FL","NGZ,GRID COOKING CAST RIGHT (285)",0
Warehouse,"SPECIAL ORDER: N305-0090","NGZ GRID, COOKING 605 STN WAVE ROD (SM)",0
Warehouse,"SPECIAL ORDER: N305-0092","** GRID, COOKING STN STL SM PRO665/825",0
Warehouse,"SPECIAL ORDER: N325-0063","FRONT SHELF HANDLE",0
Warehouse,"SPECIAL ORDER: N325-0064","SIDE SHELF HANDLE",0
Warehouse,"SPECIAL ORDER: N325-0065","Handle Door PRO450/500",0
Warehouse,"SPECIAL ORDER: N325-0091","HANDLE SIDE SHELF P500/P665",0
Warehouse,"SPECIAL ORDER: N325-0094-SER","HANDLE, DOOR 365/425/525/625",0
Warehouse,"SPECIAL ORDER: N325-0103-BK-SER","HANDLE, DOOR BLACK P500-3-PHM",0
Warehouse,"SPECIAL ORDER: N325-0103-SER","!!! * HANDLE, DOOR P500-3",0
Warehouse,"SPECIAL ORDER: N335-0098-M02","NGZ LID, IR SD BRN MC485/P/PRO",0
Warehouse,"SPECIAL ORDER: N357-0004","ROT. IGNITER KIT - 2 SPARK",0
Warehouse,"SPECIAL ORDER: N357-0013","IGNITER 1 SPARK - AAA 1.5V",0
Warehouse,"SPECIAL ORDER: N357-0021","ELECTRONIC IGNITION - 2 SPARK",0
